MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.00037304917,0.1,89.26816,1629837876437
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.001,0.1,89.26825,1629837877437
Fix,GT,37.3522318,-121.9996986,-1.071,0.001,0.1,89.26837,1629837878437
Fix,GT,37.3522318,-121.9996986,-1.071,0.001,0.1,89.26849,1629837879437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0011545221,0.1,89.26831,1629837880437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0012539015,0.1,89.26819,1629837881437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0012596915,0.1,89.26807,1629837882437
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.0012596915,0.1,89.26825,1629837883437
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.00037304932,0.1,89.26843,1629837884437
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.0014142136,0.1,89.26843,1629837885437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0012539013,0.1,89.26843,1629837886437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0012596914,0.1,89.26828,1629837887437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0019294757,0.1,89.26831,1629837888437
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.0014611145,0.1,89.26849,1629837889437
Fix,GT,37.3522318,-121.9996986,-1.0709999680817126,0.0017208059,0.1,89.268585,1629837890437
Fix,GT,37.3522318,-121.9996986,-1.0710000319182873,0.0020880653,0.1,89.268524,1629837891437
Fix,GT,37.3522318,-121.9996986,-1.071,0.0031622779,0.1,89.267944,1629837892437
Fix,GT,37.3522318,-121.9996968,-1.0757460668981074,0.5209405,0.1,89.249146,1629837893437
Fix,GT,37.3522321,-121.999683,-1.0907460664510729,2.0794802,0.1,89.12921,1629837894437
Fix,GT,37.3522325,-121.9996459,-1.1191191150844098,4.645935,0.1,89.03516,1629837895437
Fix,GT,37.3522333,-121.9995793,-1.1662383318543432,7.2050343,0.1,89.03665,1629837896437
Fix,GT,37.3522346,-121.9994826,-1.2192382973432545,9.866479,0.1,88.924164,1629837897437
Fix,GT,37.3522367,-121.9993594,-1.2893574079573151,11.683984,0.1,88.51987,1629837898437
Fix,GT,37.3522392,-121.9992249,-1.375730496764183,11.978247,0.1,88.73544,1629837899437
Fix,GT,37.3522412,-121.9990891,-1.4436113913059234,12.21422,0.1,88.80383,1629837900437
Fix,GT,37.3522437,-121.9989481,-1.5293574029505252,12.78768,0.1,88.58472,1629837901437
Fix,GT,37.3522458,-121.9987995,-1.611476646512747,13.536444,0.1,89.07175,1629837902437
Fix,GT,37.352247,-121.9986426,-1.6778652495741844,14.247343,0.1,89.49982,1629837903437
Fix,GT,37.352247,-121.9984782,-1.7374922517538072,14.901191,0.1,90.18762,1629837904437
Fix,GT,37.3522456,-121.9983062,-1.7939844007492065,15.569092,0.1,90.546906,1629837905437
Fix,GT,37.352244,-121.9981272,-1.852087952911854,16.105968,0.1,90.48129,1629837906437
Fix,GT,37.352242,-121.9979429,-1.9241192080378533,16.571064,0.1,90.885376,1629837907437
Fix,GT,37.3522386,-121.9977536,-1.996984402656555,16.92842,0.1,91.24222,1629837908437
Fix,GT,37.3522352,-121.9975632,-2.0897305039167406,16.779533,0.1,90.97247,1629837909437
Fix,GT,37.3522329,-121.9973744,-2.177730569601059,16.822783,0.1,90.642944,1629837910437
Fix,GT,37.3522318,-121.9971816,-2.2489844717383383,17.350883,0.1,90.05655,1629837911437
Fix,GT,37.3522318,-121.9969854,-2.363595760345459,17.309689,0.1,89.81247,1629837912437
Fix,GT,37.3522326,-121.9967914,-2.4537305080890657,17.051987,0.1,89.43915,1629837913437
Fix,GT,37.3522346,-121.9966004,-2.5408652546405794,16.766417,0.1,88.97565,1629837914437
Fix,GT,37.3522373,-121.9964129,-2.583253897786141,16.469347,0.1,88.83923,1629837915437
Fix,GT,37.3522402,-121.9962288,-2.56,16.155695,0.1,88.70398,1629837916437
Fix,GT,37.352245,-121.9960481,-2.6103574615716933,15.8629055,0.1,87.12308,1629837917437
Fix,GT,37.3522554,-121.9958709,-2.6600000792741776,15.699337,0.1,84.65512,1629837918437
Fix,GT,37.3522709,-121.995694,-2.709373051524162,15.862688,0.1,83.08429,1629837919437
Fix,GT,37.3522883,-121.9955154,-2.7507304342687133,15.923214,0.1,82.95068,1629837920437
Fix,GT,37.3523043,-121.9953379,-2.774031089425087,15.764099,0.1,83.9314,1629837921437
Fix,GT,37.3523164,-121.9951596,-2.7832694811820984,16.047663,0.1,86.07214,1629837922437
Fix,GT,37.3523226,-121.9949761,-2.799373052000999,16.51577,0.1,88.44479,1629837923437
Fix,GT,37.3523236,-121.9947884,-2.8043886351585385,16.528929,0.1,90.190796,1629837924437
Fix,GT,37.3523217,-121.9946154,-2.827373052239418,13.942947,0.1,91.25647,1629837925437
Fix,GT,37.3523191,-121.9944631,-2.896492209434509,13.3721695,0.1,90.25394,1629837926437
Fix,GT,37.3523215,-121.9943106,-2.9589845081567763,13.764006,0.1,88.549835,1629837927437
Fix,GT,37.3523239,-121.9941517,-3.0223731426894664,14.361219,0.1,88.95514,1629837928437
Fix,GT,37.3523251,-121.9939863,-3.0274922108650206,14.962143,0.1,89.61383,1629837929437
Fix,GT,37.3523253,-121.9938132,-3.0756268554031854,15.785856,0.1,89.88437,1629837930437
Fix,GT,37.3523251,-121.9936305,-3.133238318443298,16.492552,0.1,90.02719,1629837931437
Fix,GT,37.3523247,-121.9934415,-3.183492213010788,17.003548,0.1,90.017456,1629837932437
Fix,GT,37.3523243,-121.993247,-3.240611373603344,17.396717,0.1,90.15744,1629837933437
Fix,GT,37.3523237,-121.9930511,-3.318373053491116,17.332226,0.1,90.0072,1629837934437
Fix,GT,37.352324,-121.9928538,-3.430984326958656,17.714552,0.1,89.65283,1629837935437
Fix,GT,37.3523248,-121.9926512,-3.4818651650846,18.191109,0.1,89.720764,1629837936437
Fix,GT,37.3523251,-121.9924433,-3.537611377358437,18.56175,0.1,89.92828,1629837937437
Fix,GT,37.352325,-121.9922345,-3.61673054087162,18.422789,0.1,89.791016,1629837938437
Fix,GT,37.3523254,-121.9920266,-3.715611268997193,18.473387,0.1,89.78186,1629837939437
Fix,GT,37.3523258,-121.9918173,-3.790119050145149,18.61235,0.1,89.84711,1629837940437
Fix,GT,37.352326,-121.9916075,-3.900103715986013,18.523544,0.1,89.91333,1629837941437
Fix,GT,37.3523264,-121.9913997,-3.985626945316792,18.268303,0.1,89.68408,1629837942437
Fix,GT,37.3523268,-121.9911949,-4.031238328814506,18.100252,0.1,89.81479,1629837943437
Fix,GT,37.3523273,-121.9909899,-4.070849836319685,18.229431,0.1,89.70419,1629837944437
Fix,GT,37.352328,-121.9907837,-4.166222895830869,18.232653,0.1,89.67871,1629837945437
Fix,GT,37.3523286,-121.990579,-4.24349222111702,18.012043,0.1,89.72711,1629837946437
Fix,GT,37.352329,-121.9903772,-4.314984572410584,17.756086,0.1,89.82965,1629837947437
Fix,GT,37.3523296,-121.9901783,-4.384103612005711,17.493567,0.1,89.51941,1629837948437
Fix,GT,37.352331,-121.9899823,-4.443611258149147,17.236027,0.1,89.325806,1629837949437
Fix,GT,37.3523328,-121.9897891,-4.5314922242164615,16.98719,0.1,89.32013,1629837950437
Fix,GT,37.3523342,-121.9895989,-4.5653730562329295,16.71267,0.1,89.332886,1629837951437
Fix,GT,37.3523355,-121.9894119,-4.610238338470459,16.452082,0.1,89.47409,1629837952437
Fix,GT,37.3523364,-121.989226,-4.682357509315014,16.552593,0.1,89.59039,1629837953437
Fix,GT,37.3523371,-121.989038,-4.717000140577555,16.676182,0.1,89.73602,1629837954437
Fix,GT,37.3523372,-121.9888508,-4.76674611389637,16.485186,0.1,89.97696,1629837955437
Fix,GT,37.3523371,-121.9886663,-4.774968914031982,16.194435,0.1,89.931946,1629837956437
Fix,GT,37.3523375,-121.9884853,-4.787238343834877,15.9002285,0.1,89.60629,1629837957437
Fix,GT,37.3523382,-121.9883077,-4.719253744184971,15.568291,0.1,89.63034,1629837958437
Fix,GT,37.3523388,-121.9881343,-4.736388736963272,15.184884,0.1,89.56018,1629837959437
Fix,GT,37.3523409,-121.9879647,-4.694507907986641,14.865052,0.1,88.54138,1629837960437
Fix,GT,37.3523476,-121.987799,-4.645761789143085,14.5350275,0.1,85.86432,1629837961437
Fix,GT,37.3523592,-121.9876389,-4.572746253192425,13.823147,0.1,84.47385,1629837962437
Fix,GT,37.3523689,-121.9874894,-4.5508809595406055,12.725384,0.1,86.45569,1629837963437
Fix,GT,37.3523728,-121.9873529,-4.537253882050514,11.408065,0.1,88.5018,1629837964437
Fix,GT,37.3523738,-121.9872343,-4.519999865293503,9.614351,0.1,89.74835,1629837965437
Fix,GT,37.3523739,-121.9871361,-4.515,7.76112,0.1,89.88049,1629837966437
Fix,GT,37.3523742,-121.9870587,-4.510253746122122,6.050826,0.1,89.49866,1629837967437
Fix,GT,37.3523748,-121.9869988,-4.508999865621329,4.5737467,0.1,89.47952,1629837968437
Fix,GT,37.352375,-121.9869567,-4.533745985299349,2.7158742,0.1,89.48413,1629837969437
Fix,GT,37.3523752,-121.9869369,-4.546999864488839,0.8705002,0.1,89.41568,1629837970437
Fix,GT,37.3523752,-121.9869343,-4.554880818068981,0.008280391,0.1,89.412964,1629837971437
Fix,GT,37.3523752,-121.9869343,-4.555000135749578,0.0014018787,0.1,89.41147,1629837972437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.00052758807,0.1,89.40979,1629837973437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.0014142136,0.1,89.40985,1629837974437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0011545271,0.1,89.41028,1629837975437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.001,0.1,89.41034,1629837976437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0008866244,0.1,89.4104,1629837977437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.001,0.1,89.410126,1629837978437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0011545275,0.1,89.41031,1629837979437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0011545277,0.1,89.41049,1629837980437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001720817,0.1,89.41052,1629837981437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0012596858,0.1,89.41052,1629837982437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0,0.1,89.41043,1629837983437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001154528,0.1,89.41052,1629837984437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0014142136,0.1,89.41046,1629837985437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.001154528,0.1,89.41049,1629837986437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.0012596855,0.1,89.41046,1629837987437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.0014142136,0.1,89.41034,1629837988437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0014142136,0.1,89.41028,1629837989437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0011545282,0.1,89.4104,1629837990437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.001,0.1,89.41058,1629837991437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.0011545285,0.1,89.41058,1629837992437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0008866205,0.1,89.410614,1629837993437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0016269352,0.1,89.41046,1629837994437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001259685,0.1,89.410645,1629837995437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0022538698,0.1,89.41089,1629837996437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0017749339,0.1,89.410675,1629837997437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0017749339,0.1,89.41034,1629837998437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0006269345,0.1,89.4104,1629837999437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0019294624,0.1,89.410645,1629838000437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0006269343,0.1,89.41077,1629838001437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002236068,0.1,89.41086,1629838002437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0009999999,0.1,89.41083,1629838003437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0008342013,0.1,89.410736,1629838004437
Fix,GT,37.3523752,-121.9869343,-4.554,0.00062693364,0.1,89.41055,1629838005437
Fix,GT,37.3523752,-121.9869343,-4.554,0.00088661787,0.1,89.41034,1629838006437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.001,0.1,89.410706,1629838007437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0012596843,0.1,89.41089,1629838008437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0011545294,0.1,89.41101,1629838009437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0,0.1,89.410736,1629838010437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.00052759674,0.1,89.41046,1629838011437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.001259684,0.1,89.41046,1629838012437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.001,0.1,89.41049,1629838013437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001,0.1,89.410675,1629838014437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0006269321,0.1,89.41095,1629838015437
Fix,GT,37.3523752,-121.9869343,-4.554,0.00037306818,0.1,89.41089,1629838016437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0006269318,0.1,89.41052,1629838017437
Fix,GT,37.3523752,-121.9869343,-4.554,0.00037306847,0.1,89.410706,1629838018437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0014142136,0.1,89.41101,1629838019437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0016269314,0.1,89.411255,1629838020437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0011545302,0.1,89.41095,1629838021437
Fix,GT,37.3523752,-121.9869343,-4.554,0.00037306905,0.1,89.41107,1629838022437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.001,0.1,89.41141,1629838023437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.001,0.1,89.41116,1629838024437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001253861,0.1,89.41107,1629838025437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0008866134,0.1,89.411316,1629838026437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0012596829,0.1,89.411255,1629838027437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0014611399,0.1,89.411316,1629838028437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.00037307016,0.1,89.41098,1629838029437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.001,0.1,89.41116,1629838030437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0011545309,0.1,89.41138,1629838031437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0014142136,0.1,89.411194,1629838032437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.001154531,0.1,89.41095,1629838033437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0012596825,0.1,89.41107,1629838034437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0016269289,0.1,89.411255,1629838035437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0018066834,0.1,89.4111,1629838036437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0012596824,0.1,89.41113,1629838037437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0026334946,0.1,89.41138,1629838038437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0014611417,0.1,89.4111,1629838039437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0013730717,0.1,89.41113,1629838040437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0025101244,0.1,89.41141,1629838041437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001373072,0.1,89.41156,1629838042437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0006269279,0.1,89.4115,1629838043437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.001,0.1,89.41156,1629838044437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.001,0.1,89.41153,1629838045437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0011545317,0.1,89.41144,1629838046437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0008866092,0.1,89.41156,1629838047437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0,0.1,89.41168,1629838048437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0,0.1,89.41177,1629838049437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0010000002,0.1,89.41168,1629838050437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.00037307316,0.1,89.41159,1629838051437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.00062692683,0.1,89.41159,1629838052437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001,0.1,89.41153,1629838053437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.0,0.1,89.41159,1629838054437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0011545322,0.1,89.41162,1629838055437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0014142136,0.1,89.41156,1629838056437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0012596814,0.1,89.41141,1629838057437
Fix,GT,37.3523752,-121.9869343,-4.554,0.001,0.1,89.411316,1629838058437
Fix,GT,37.3523752,-121.9869343,-4.554000135719776,0.0014142136,0.1,89.411316,1629838059437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.0014142136,0.1,89.41147,1629838060437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0014142136,0.1,89.4115,1629838061437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0019294552,0.1,89.41168,1629838062437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002236068,0.1,89.41159,1629838063437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002236068,0.1,89.4115,1629838064437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002236068,0.1,89.41153,1629838065437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002147997,0.1,89.41162,1629838066437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0017814578,0.1,89.41168,1629838067437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0017208271,0.1,89.41171,1629838068437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002236068,0.1,89.41165,1629838069437
Fix,GT,37.3523752,-121.9869343,-4.554,0.002,0.1,89.41159,1629838070437
Fix,GT,37.3523752,-121.9869343,-4.554,0.0021479968,0.1,89.41156,1629838071437
Fix,GT,37.3523752,-121.9869343,-4.554000135719777,0.0020000003,0.1,89.4115,1629838072437
Fix,GT,37.3523752,-121.9869343,-4.553999864280224,0.002,0.1,89.41156,1629838073437
Fix,GT,37.3523752,-121.9869343,-4.554999864250421,0.0009999999,0.1,89.41159,1629838074437
Fix,GT,37.3523752,-121.9869324,-4.564746152162552,0.5637861,0.1,89.39148,1629838075437
Fix,GT,37.3523755,-121.9869177,-4.575373212575912,2.018536,0.1,88.70642,1629838076437
Fix,GT,37.3523802,-121.9868924,-4.591746289521456,2.304693,0.1,79.008545,1629838077437
Fix,GT,37.3523931,-121.9868725,-4.598119366407395,1.9829584,0.1,58.539124,1629838078437
Fix,GT,37.3524111,-121.986864,-4.6393578274548055,2.150302,0.1,32.9563,1629838079437
Fix,GT,37.3524355,-121.9868683,-4.657492307186127,2.9015298,0.1,0.628479,1629838080437
Fix,GT,37.3524582,-121.9868954,-4.707238601893187,3.6451383,0.1,320.04663,1629838081437
Fix,GT,37.3524667,-121.9869444,-4.7636269229650505,5.031654,0.1,282.6345,1629838082437
Fix,GT,37.3524628,-121.9870108,-4.746507550001144,6.843952,0.1,265.45486,1629838083437
Fix,GT,37.3524562,-121.9870994,-4.721746154427528,8.895123,0.1,264.88284,1629838084437
Fix,GT,37.3524492,-121.9872108,-4.712507690906525,10.781759,0.1,265.4639,1629838085437
Fix,GT,37.3524407,-121.9873419,-4.706761536359787,12.618441,0.1,265.09924,1629838086437
Fix,GT,37.3524313,-121.9874939,-4.683373077392578,14.372715,0.1,265.9234,1629838087437
Fix,GT,37.3524238,-121.9876655,-4.672626922547817,16.01215,0.1,267.60413,1629838088437
Fix,GT,37.35242,-121.9878515,-4.691357697606087,16.725422,0.1,268.82892,1629838089437
Fix,GT,37.3524185,-121.9880401,-4.710984620094299,16.735056,0.1,269.44373,1629838090437
Fix,GT,37.3524174,-121.9882299,-4.783865245491267,16.891834,0.1,269.44205,1629838091437
Fix,GT,37.3524161,-121.9884213,-4.8093423197269445,17.005154,0.1,269.45862,1629838092437
Fix,GT,37.3524148,-121.9886139,-4.83011923289299,17.152418,0.1,269.35684,1629838093437
Fix,GT,37.3524132,-121.9888086,-4.820850009202957,17.33849,0.1,269.46024,1629838094437
Fix,GT,37.3524122,-121.9890054,-4.808388313412666,17.541313,0.1,269.59003,1629838095437
Fix,GT,37.3524114,-121.9892039,-4.748253703266382,17.604414,0.1,269.60757,1629838096437
Fix,GT,37.3524107,-121.9894025,-4.681896146714687,17.594475,0.1,269.67136,1629838097437
Fix,GT,37.3524101,-121.9896011,-4.622626922428608,17.591122,0.1,269.7176,1629838098437
Fix,GT,37.3524095,-121.9897996,-4.560776914000511,17.591883,0.1,269.708,1629838099437
Fix,GT,37.3524088,-121.9899981,-4.500896147370338,17.598873,0.1,269.62125,1629838100437
Fix,GT,37.3524079,-121.9901969,-4.429642170548439,17.614231,0.1,269.51465,1629838101437
Fix,GT,37.3524069,-121.9903958,-4.365507560402155,17.63454,0.1,269.68643,1629838102437
Fix,GT,37.352406,-121.9905949,-4.295134613633156,17.646679,0.1,269.5572,1629838103437
Fix,GT,37.3524048,-121.9907951,-4.227761537075043,17.877077,0.1,269.45596,1629838104437
Fix,GT,37.3524037,-121.9909977,-4.129269229650498,17.962849,0.1,269.69446,1629838105437
Fix,GT,37.3524034,-121.9912001,-4.050015263170004,17.909416,0.1,269.80298,1629838106437
Fix,GT,37.352403,-121.991402,-4.036880889862776,17.865467,0.1,269.73358,1629838107437
Fix,GT,37.352402,-121.9916031,-3.945403848052025,17.766397,0.1,269.5376,1629838108437
Fix,GT,37.352401,-121.991803,-3.859896271377802,17.652374,0.1,269.64362,1629838109437
Fix,GT,37.3524009,-121.9920014,-3.781149890750647,17.479813,0.1,269.99805,1629838110437
Fix,GT,37.3524012,-121.9921971,-3.7019998896718014,17.18971,0.1,269.9564,1629838111437
Fix,GT,37.3524012,-121.9923902,-3.6603885747194287,17.108109,0.1,269.9155,1629838112437
Fix,GT,37.3524011,-121.9925841,-3.563642314195633,17.251415,0.1,269.75436,1629838113437
Fix,GT,37.3524006,-121.9927798,-3.516792326211929,17.459866,0.1,269.7873,1629838114437
Fix,GT,37.3524002,-121.9929783,-3.4643883651494978,17.701149,0.1,269.7616,1629838115437
Fix,GT,37.3524001,-121.9931792,-3.3610154942274093,17.869999,0.1,270.01422,1629838116437
Fix,GT,37.3524002,-121.9933812,-3.294388371884823,17.922752,0.1,269.9253,1629838117437
Fix,GT,37.3524,-121.9935834,-3.216761547446251,17.849308,0.1,269.8643,1629838118437
Fix,GT,37.3524003,-121.9937834,-3.172253944009542,17.56092,0.1,270.1313,1629838119437
Fix,GT,37.3524007,-121.9939797,-3.122,17.234737,0.1,270.0444,1629838120437
Fix,GT,37.3524009,-121.9941724,-3.086388567626476,16.908567,0.1,269.95132,1629838121437
Fix,GT,37.3524007,-121.9943614,-3.0054922988414763,16.572529,0.1,269.57712,1629838122437
Fix,GT,37.3523997,-121.9945466,-2.9476269255280494,16.260775,0.1,269.54315,1629838123437
Fix,GT,37.3523993,-121.9947285,-2.95413462883234,15.964438,0.1,269.97223,1629838124437
Fix,GT,37.3524003,-121.994907,-2.905626925945282,15.715884,0.1,270.79352,1629838125437
Fix,GT,37.3524052,-121.9950839,-2.871761471629143,15.703041,0.1,272.60568,1629838126437
Fix,GT,37.3524131,-121.9952599,-2.8636268410980703,15.483709,0.1,273.3058,1629838127437
Fix,GT,37.352421,-121.9954326,-2.8379383449554445,15.15505,0.1,273.20898,1629838128437
Fix,GT,37.3524291,-121.9956018,-2.8305077078342435,14.915831,0.1,273.36124,1629838129437
Fix,GT,37.3524358,-121.9957699,-2.787134553313255,14.935434,0.1,272.33917,1629838130437
Fix,GT,37.3524397,-121.9959388,-2.682507710456848,15.024618,0.1,271.00006,1629838131437
Fix,GT,37.3524409,-121.9961091,-2.6296422724723816,15.156874,0.1,270.12115,1629838132437
Fix,GT,37.3524405,-121.996281,-2.586253856420517,15.314063,0.1,269.41235,1629838133437
Fix,GT,37.352439,-121.9964551,-2.6149844943284988,15.533272,0.1,269.1207,1629838134437
Fix,GT,37.3524368,-121.9966314,-2.58225385761261,15.69501,0.1,268.93668,1629838135437
Fix,GT,37.3524342,-121.9968075,-2.5193885033130643,15.484243,0.1,268.61816,1629838136437
Fix,GT,37.3524289,-121.9969802,-2.4635232260227204,15.133619,0.1,267.04553,1629838137437
Fix,GT,37.3524203,-121.9971484,-2.3515230858325955,14.745948,0.1,265.61368,1629838138437
Fix,GT,37.3524087,-121.9973123,-2.2850154399871823,14.3948765,0.1,264.61163,1629838139437
Fix,GT,37.352397,-121.997472,-2.1893885776102544,14.018118,0.1,264.6858,1629838140437
Fix,GT,37.3523862,-121.9976273,-2.08225392344594,13.555433,0.1,265.28345,1629838141437
Fix,GT,37.3523775,-121.9977747,-2.02788079303503,12.548346,0.1,266.08408,1629838142437
Fix,GT,37.3523711,-121.9979088,-1.9815231757164,11.221905,0.1,266.78595,1629838143437
Fix,GT,37.3523669,-121.9980271,-1.931880795001984,9.767863,0.1,267.52466,1629838144437
Fix,GT,37.3523642,-121.9981294,-1.875015511929989,8.29423,0.1,268.38177,1629838145437
Fix,GT,37.3523632,-121.9982115,-1.8446424462497235,6.268482,0.1,269.20508,1629838146437
Fix,GT,37.352363,-121.9982712,-1.8159999458789824,4.3767385,0.1,269.62885,1629838147437
Fix,GT,37.3523628,-121.9983105,-1.806253919750452,2.545032,0.1,269.5456,1629838148437
Fix,GT,37.3523627,-121.9983305,-1.7970000535547732,1.1457148,0.1,269.58246,1629838149437
Fix,GT,37.3523626,-121.9983375,-1.794,0.082330115,0.1,269.6118,1629838150437
Fix,GT,37.3523626,-121.9983375,-1.798373066008091,0.0016327506,0.1,269.61804,1629838151437
Fix,GT,37.3523626,-121.9983375,-1.7969999464452266,0.001,0.1,269.61694,1629838152437
Fix,GT,37.3523626,-121.9983394,-1.8000000000000005,0.505841,0.1,269.6145,1629838153437
Fix,GT,37.3523626,-121.9983525,-1.8039999462366103,1.8867366,0.1,269.55432,1629838154437
Fix,GT,37.3523624,-121.9983843,-1.804,3.9225893,0.1,269.48438,1629838155437
Fix,GT,37.3523618,-121.9984434,-1.7736268826425077,6.3915796,0.1,269.19336,1629838156437
Fix,GT,37.3523607,-121.9985313,-1.740999948114157,9.155617,0.1,268.86823,1629838157437
Fix,GT,37.3523585,-121.998649,-1.6955076933801174,11.622143,0.1,268.59097,1629838158437
Fix,GT,37.3523557,-121.998792,-1.5967615697085855,13.578067,0.1,268.44977,1629838159437
